店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
H7Am2AfGO3wA61Mg,蜜雪冰城(中央大街店),83条评价,￥8,茶饮果汁,肇源县中心城区,https://www.dianping.com/shop/H7Am2AfGO3wA61Mg,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G5gHFvINM6xnFsbw,音花树下木糖醇·冰淇淋生日蛋糕(大庆店),2条评价,￥0,面包烘焙,新玛特,https://www.dianping.com/shop/G5gHFvINM6xnFsbw,https://p0.meituan.net/biztone/c304ca0ce3efc9f224dafa609514e594237452.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
FwNltol3oAgfYPqR,冰淳茶饮(肇州第三中学店),1条评价,￥5,茶饮果汁,肇州县,https://www.dianping.com/shop/FwNltol3oAgfYPqR,https://img.meituan.net/content/13d558859cccfa662c181e244e8ac11486648.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.0
l17BpoEUSoIT1K27,蜜雪冰城(第一中学店),23条评价,￥5,茶饮果汁,林甸县中心城区,https://www.dianping.com/shop/l17BpoEUSoIT1K27,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G9zVCBUmWuzsN4pt,蜜雪冰城(大同店),8条评价,￥6,茶饮果汁,大同区中心城区,https://www.dianping.com/shop/G9zVCBUmWuzsN4pt,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G7BXx1TejXEAQnLu,雪峰冷饮厅,13条评价,￥9,冰淇淋,肇州公路客运站,https://www.dianping.com/shop/G7BXx1TejXEAQnLu,http://p0.meituan.net/xianfu/b74bafb45d7d3f6d40e9bd490d0c4a42167523.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G3pqUi88jHDWBckJ,蜜雪冰城(杜尔伯特店),17条评价,￥9,茶饮果汁,县中心城区,https://www.dianping.com/shop/G3pqUi88jHDWBckJ,https://img.meituan.net/content/7c09cb50827b4a5faf3c0b776c39d593167846.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G8rc9iwc40DFQwlL,喜冰橙冷饮批发,-,￥15,冰淇淋,林甸县中心城区,https://www.dianping.com/shop/G8rc9iwc40DFQwlL,http://p0.meituan.net/poipicadd/45eb3719e3b192b2610e2ee00d8c67a6329214.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H92fsAqE66zlwJNT,鹭麟巷雪糕铺,17条评价,￥9,冰淇淋,乘风庄,https://www.dianping.com/shop/H92fsAqE66zlwJNT,https://p0.meituan.net/biztone/3924ab8a60da80045da8c799250f860e520161.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k1EdmhKFqkIsjq79,冰雪时光(杜尔伯特店),21条评价,￥6,茶饮果汁,县中心城区,https://www.dianping.com/shop/k1EdmhKFqkIsjq79,https://img.meituan.net/content/72300d7d34d2c292350fec03332a9c6059006.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
