店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
k5SflWLzUtObYiR8,维客八喜冰淇淋生日蛋糕(思明区店),-,￥123,面包烘焙,莲坂/明发商业广场,https://www.dianping.com/shop/k5SflWLzUtObYiR8,https://img.meituan.net/content/143cf4c6d0a22d6096949244bb193750106651.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H3tMFDcZpAfX3Mlh,欢喜椰·椰奶清补凉(金榜店),1978条评价,￥17,甜品,火车站,https://www.dianping.com/shop/H3tMFDcZpAfX3Mlh,http://p0.meituan.net/merchant/a974001a63a61c06ad466b3183fed87a640621.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
laxHsNkQRJUpwMHu,麦当劳(杏林湾餐厅店),268条评价,￥25,西式快餐,云城万科里,https://www.dianping.com/shop/laxHsNkQRJUpwMHu,https://img.meituan.net/content/641681971035e5f101fce48348cad9dc164377.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
laOhYXyV2CSjjyBa,逢甲冰店(大社嘉庚故居店),139条评价,￥27,冰品,石鼓路/集美学村,https://www.dianping.com/shop/laOhYXyV2CSjjyBa,http://p0.meituan.net/merchant/050d2151f613a4c53b897a64009a312e138469.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G6IGpSzejs0qdQ5l,野路甜点铺(松柏路店),3675条评价,￥47,甜品,松柏,https://www.dianping.com/shop/G6IGpSzejs0qdQ5l,http://p0.meituan.net/merchant/a0cc178cdce66a245868fad249e4d76e590143.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G6Bzqvd2dyy7IZko,可睿斯(银行家园店),101条评价,￥40,面包烘焙,思北路口,https://www.dianping.com/shop/G6Bzqvd2dyy7IZko,https://p0.meituan.net/biztone/e0e93ad23c6413f6a061d9c91c692907275201.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G5ivb5S9Y4g5xbXa,NONNO(宝龙一城店),947条评价,￥91,西餐,金山/蔡塘,https://www.dianping.com/shop/G5ivb5S9Y4g5xbXa,https://img.meituan.net/content/48b6301e099deb792af6ec99fb22cdb3125327.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l3KqSl1TvDFKwzIl,湖明糖水(湖明小学店),369条评价,￥30,饮品店,南湖公园,https://www.dianping.com/shop/l3KqSl1TvDFKwzIl,http://p0.meituan.net/merchant/424af029bd3f2d791e8c4ac6dc3757d5326033.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H4KXhFihFQEzUJ0o,MIMI FASO(百家村店),87条评价,￥40,饮品店,文园路,https://www.dianping.com/shop/H4KXhFihFQEzUJ0o,https://p0.meituan.net/biztone/8bc8a25da47bd9759a0ce74836b0b6d656033.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k2N4CqLdb9H7tnA2,波比艾斯(海沧招商花园城甜品站店),46条评价,￥15,冰品,新垵,https://www.dianping.com/shop/k2N4CqLdb9H7tnA2,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
