店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
H7sN75Be2WdmFJn5,西园抹茶专门店(诚品店),1991条评价,￥27,冰淇淋,博览中心,https://www.dianping.com/shop/H7sN75Be2WdmFJn5,https://img.meituan.net/content/8e17c8a1449f253b3237b339bfc1ed4d2866599.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k7VRGuYP65WTLr6k,YOAJUNG,62条评价,￥31,冰淇淋,十全街/凤凰街,https://www.dianping.com/shop/k7VRGuYP65WTLr6k,https://p0.meituan.net/biztone/3cc34394320228b59294f798f90019f798099.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k5yXpH8UntI7cnZz,Bettina·gelato冰淇淋·巧克力(金地广场店),127条评价,￥30,甜品,南门,https://www.dianping.com/shop/k5yXpH8UntI7cnZz,http://p0.meituan.net/merchant/a87b4ba6e1297ca91f6a24d3f82c768e111951.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k5vYkvHMe6wyqAjB,DQ·蛋糕·冰淇淋(苏州中心店),1719条评价,￥26,冰淇淋,苏州中心商场,https://www.dianping.com/shop/k5vYkvHMe6wyqAjB,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H5vVU7LBmqej0kgv,DQ·蛋糕·冰淇淋(路劲星斓荟店),90条评价,￥24,冰淇淋,凤凰城,https://www.dianping.com/shop/H5vVU7LBmqej0kgv,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l40TOo7YoqWS8okm,DQ·蛋糕·冰淇淋(仓街店),108条评价,￥24,冰淇淋,平江路,https://www.dianping.com/shop/l40TOo7YoqWS8okm,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G3jyC1ewYjgyTBgJ,DQ·蛋糕·冰淇淋(万达店),76条评价,￥27,冰淇淋,太仓万达广场,https://www.dianping.com/shop/G3jyC1ewYjgyTBgJ,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k3vPHneH6QeoSWMj,雾造·Sled lce(南洋广场店),77条评价,￥51,甜品,南洋广场,https://www.dianping.com/shop/k3vPHneH6QeoSWMj,http://p1.meituan.net/biztone/1562122912_1625737023340.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G2bRtrQosxqPV7mX,Bettina·gelato冰淇淋·巧克力(悠方店),89条评价,￥30,甜品,木渎地区,https://www.dianping.com/shop/G2bRtrQosxqPV7mX,http://p1.meituan.net/biztone/5474d07ab3fd8966a1c6b36d3d9a5e5873613.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
FebGlOHzI9KSPYjw,ZAKUZAKU(苏州中心店),2613条评价,￥35,甜品,苏州中心商场,https://www.dianping.com/shop/FebGlOHzI9KSPYjw,https://img.meituan.net/content/4a7592a8ee127663921e96a9dfc0b3c9223740.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G2gPMDAQkecUgeuS,DOUGH BY MATT(比斯特苏州购物村店),1711条评价,￥44,冰淇淋,唯亭,https://www.dianping.com/shop/G2gPMDAQkecUgeuS,http://p0.meituan.net/biztone/624696139_1693061973839.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G3KXYNYOnULEJgbQ,fufuland·生乳舒芙蕾(苏州中心店),759条评价,￥29,甜品,东方之门/湖滨新天地,https://www.dianping.com/shop/G3KXYNYOnULEJgbQ,https://img.meituan.net/content/c9180be35e75816aadc881b83bbbe979263091.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
kanCWRYPdUFh6Zj2,DQ·蛋糕·冰淇淋(吴江万宝财富广场店),381条评价,￥22,冰淇淋,万宝财富商业广场,https://www.dianping.com/shop/kanCWRYPdUFh6Zj2,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
